"Team","ShortName","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","OBP","SLG","OPS","wOBA","BB%","K%","BB/K","ISO","Spd","BABIP","UBR","GDPRuns","wRC","wRAA","UZR","wBsR","BaseRunning","WAR","Off","Def","wRC+","FPTS","FPTS_G","SPTS","SPTS_G","ADP","Pos","minpos","UPURL","teamid","League","PlayerName","xMLBAMID","playerids","playerid","projection_system","projection_type","season"
"LAD","Dodgers",33.894,101.264,115.446,20.9932,11.9381,4.17175,0.492942,4.3905,14.8723,13.6213,11.9603,0.430512,35.737,1.23,0.765387,0.22667,1.40973,2.19638,0.630736,0.207313,0.296682,0.388317,0.684999,0.299195,0.1036,0.309556,0.334675,0.181004,5.46944,0.268212,,,12.3417,-1.29909,0,0.017932,0.017932,0.139356,-1.20630000717938,-1.27255284786224,91.0527,105.8,3.111764705,105.8,3.111764705,999,0,"OF","/players/jack-suwinski/22244/stats/batting",22,"NL","Jack Suwinski",669261,"22244","22244","batx","thebatx",2026
"PHI","Phillies",13.611,48.4891,53.94,11.0404,7.32529,2.30315,0.165369,1.24663,6.34715,5.12233,4.40013,0.0408962,14.1264,0.654061,0.31994,0.0767968,0.752457,2.20731,0.333965,0.227689,0.298806,0.359137,0.657943,0.29051,0.0815746,0.261891,0.311483,0.131448,5.93981,0.292912,,,5.38609,-0.987338,0,0.223241,0.223241,0.138128,-0.864628985524178,0.420092582702637,82.9834,47.6,3.4,47.6,3.4,999,0,"SS","/players/aidan-miller/sa3022609/stats/batting",26,"NL","Aidan Miller",805795,"sa3022609","sa3022609","batx","thebatx",2026
"KCR","Royals",32.766,87.2179,99.049,18.2519,12.9255,3.5168,0.056153,1.75337,9.45086,8.83595,8.53981,0.0524187,27.7771,1.37562,0.586719,0.699895,1.80419,0.910228,0.368434,0.209267,0.288245,0.311187,0.599432,0.26961,0.086218,0.280438,0.307441,0.10192,3.05499,0.283119,,,8.20961,-3.49379,0,-0.119277,-0.119277,0.131615,-3.94238997995853,1.81968331336975,67.2513,76.1,2.306060606,76.1,2.306060606,999,0,"C","/players/luke-maile/13355/stats/batting",7,"AL","Luke Maile",571912,"13355","13355","batx","thebatx",2026
"DET","Tigers",24.703,78.3633,88.822,18.6331,12.9024,3.46556,0.193079,2.07205,10.0929,8.51329,8.57791,0.00393037,24.8484,1.11602,0.527186,0.237573,1.86061,1.0493,0.316804,0.237779,0.319775,0.366255,0.68603,0.304652,0.0965742,0.279755,0.34521,0.128477,3.87801,0.318666,,,9.88901,-0.605994,0.04,-0.0690258,-0.0690258,0.13021,-0.680780358612537,-1.10365732759237,94.1563,87.8,3.512,87.8,3.512,999,0.06451613,"OF","/players/austin-slater/16153/stats/batting",6,"AL","Austin Slater",596103,"16153","16153","batx","thebatx",2026
"MIL","Brewers",86.159,272.809,312.675,56.2701,33.0349,10.8756,0.970065,11.3896,35.8074,37.975,35.213,0.758412,96.1294,2.61732,1.65465,0.381477,3.48961,7.33068,2.23918,0.206262,0.30132,0.378487,0.679808,0.299238,0.112618,0.307442,0.366308,0.172225,4.98222,0.268836,,,33.4374,-3.50761,-0.37,0.0863295,0.0863295,0.129955,-3.12756701558828,-6.00503122806549,91.3275,303.3,3.526744186,303.3,3.526744186,999,0.07792208,"1B/OF","/players/jake-bauers/15194/stats/batting",23,"NL","Jake Bauers",641343,"15194","15194","batx","thebatx",2026
"KCR","Royals",61.985,230.235,253.637,59.7138,42.7926,10.6478,0.693465,5.5799,30.495,25.7648,15.6533,0.252945,51.97,4.48397,1.5175,1.74728,5.6961,7.54304,2.56648,0.25936,0.317008,0.384339,0.701347,0.307768,0.0617152,0.204899,0.301198,0.124979,5.21284,0.310753,,,28.8804,-1.08876,-0.48,0.0438177,0.0438177,0.126392,-1.88825037330389,-5.6061734855175,93.537,266.8,4.303225806,266.8,4.303225806,999,0.86516854,"OF","/players/starling-marte/9241/stats/batting",7,"AL","Starling Marte",516782,"9241","9241","batx","thebatx",2026
"MIA","Marlins",22.416,74.9203,81.422,17.5615,11.9065,3.59147,0.347767,1.71574,8.91181,7.81393,5.00865,0.0615444,20.1675,0.71837,0.519056,0.255591,1.29099,2.84717,0.748429,0.234403,0.286923,0.360326,0.647249,0.283448,0.0615147,0.247692,0.248352,0.125923,5.7579,0.295873,,,7.66342,-1.95722,-0.21,0.146935,0.146935,0.124444,-1.93603482842445,0.443415626883507,78.4153,77.1,3.504545454,77.1,3.504545454,999,0,"2B/3B/SS","/players/maximo-acosta/27963/stats/batting",20,"NL","Maximo Acosta",691185,"27963","27963","batx","thebatx",2026
"MIN","Twins",13.042,44.7233,52.164,9.57616,6.06776,1.85347,0.341894,1.31304,6.4137,4.56458,6.64482,0.109074,17.4359,0.44101,0.281413,0.0734334,0.682277,1.30936,0.224836,0.21412,0.319866,0.35893,0.678796,0.302598,0.127383,0.334251,0.381101,0.14481,6.16799,0.314716,,,5.72069,-0.442892,0,0.083683,0.083683,0.122812,-0.393774010241032,-0.201265439391136,92.2341,49.1,3.776923076,49.1,3.776923076,999,0,"OF","/players/emmanuel-rodriguez/sa3014693/stats/batting",8,"AL","Emmanuel Rodriguez",691181,"sa3014693","sa3014693","batx","thebatx",2026
,,12.812,43.5097,47.335,10.9273,7.7177,1.95364,0.132698,1.12328,5.27634,5.05203,2.86709,0.0317556,8.19107,0.473042,0.371142,0.114073,1.01259,0.688229,0.221218,0.251147,0.302142,0.379598,0.681741,0.297887,0.0605701,0.173045,0.350026,0.128452,4.13417,0.283629,,,5.01006,-0.582937,0,-0.0257373,-0.0257373,0.120491,-0.622063674032688,0.197716042399406,89.341,43.7,3.361538461,43.7,3.361538461,999,0,"OF","/players/manuel-margot/14712/stats/batting",-1,,"Manuel Margot",622534,"14712","14712","batx","thebatx",2026
"KCR","Royals",15.932,54.1236,60.907,12.5584,8.43558,2.5897,0.245533,1.28763,6.77116,6.0303,5.69848,0.120933,13.432,0.240122,0.482394,0.284007,0.996533,1.27768,0.434628,0.232033,0.305511,0.360325,0.665836,0.293402,0.0935603,0.220534,0.424245,0.128293,4.90287,0.282573,,,6.22476,-0.97187,0,-0.0165477,-0.0165477,0.117788,-1.19092414900661,0.245864182710648,83.6406,56.8,3.55,56.8,3.55,999,0,"2B/3B","/players/josh-rojas/19734/stats/batting",7,"AL","Josh Rojas",668942,"19734","19734","batx","thebatx",2026
"PHI","Phillies",26.311,85.9914,93.855,20.2167,15.0062,3.32506,0.638334,1.24712,10.9677,6.37007,4.68091,0.138185,20.3999,0.758098,0.550458,1.87409,1.59063,5.01991,0.977547,0.235102,0.278925,0.332124,0.611048,0.268343,0.0498738,0.217356,0.229457,0.0970221,7.03477,0.292313,,,7.68258,-3.40711,0.73,0.469599,0.469599,0.117268,-3.11243778467178,1.13603395223618,67.7983,74.5,2.865384615,74.5,2.865384615,999,0.01515152,"OF","/players/johan-rojas/24336/stats/batting",26,"NL","Johan Rojas",679032,"24336","24336","batx","thebatx",2026
"DET","Tigers",19.485,64.7448,71.287,13.5628,8.64997,2.55892,0.515638,1.83824,7.80621,6.8012,5.47506,0.120973,19.8382,0.588784,0.398242,0.0801117,1.06348,1.3073,0.345584,0.20948,0.275628,0.350108,0.625736,0.274684,0.0768031,0.278286,0.275986,0.140628,5.61349,0.269737,,,6.20224,-2.22087,-0.01,0.0235993,0.0235993,0.117023,-2.20188962109387,0.892083337530494,73.5124,66.5,3.5,66.5,3.5,999,0,"SS","/players/trey-sweeney/29575/stats/batting",6,"AL","Trey Sweeney",700242,"29575","29575","batx","thebatx",2026
"COL","Rockies",38.961,130.679,145.748,32.2283,23.0862,5.90128,0.5075,2.73328,16.9446,13.8525,12.0716,0.260291,24.8616,1.23839,0.939369,0.820032,2.96806,4.73556,1.51385,0.246622,0.314213,0.362296,0.676509,0.298574,0.0828249,0.170579,0.48555,0.115674,5.20432,0.283542,,,15.5077,-1.71355,-0.35,0.0886063,0.0886063,0.114949,-3.97681766748428,0.251249939203262,76.4653,142.4,3.651282051,142.4,3.651282051,999,0,"2B","/players/adael-amador/27962/stats/batting",19,"NL","Adael Amador",691182,"27962","27962","batx","thebatx",2026
"HOU","Astros",17.715,58.9741,65.655,12.2997,7.73879,2.29889,0.112483,2.14958,8.10564,6.43307,5.28751,0.0150961,22.479,0.848101,0.334282,0.210963,0.774599,3.05473,0.441173,0.208562,0.281696,0.360706,0.642403,0.2831,0.0805348,0.342381,0.23522,0.152145,6.10541,0.292682,,,6.16089,-1.59676,0.18,0.338784,0.338784,0.1143,-1.1983080804348,0.0557365342974663,80.1363,56.5,3.138888888,56.5,3.138888888,999,0,"2B","/players/brice-matthews/33280/stats/batting",21,"AL","Brice Matthews",694728,"33280","33280","batx","thebatx",2026
"KCR","Royals",117.837,401.197,443.761,90.5954,64.4344,15.7508,4.04461,6.36565,47.576,33.9694,28.3187,0.565116,87.7803,3.90908,2.75487,7.58104,8.41326,10.1705,2.36459,0.225813,0.281588,0.332835,0.614423,0.27081,0.0638153,0.19781,0.322609,0.107022,6.22378,0.271879,,,37.2131,-15.2207,0.25,0.43136,0.43136,0.110214,-16.2647786736488,2.06847214698792,68.0777,343.6,2.911864406,343.6,2.911864406,999,0,"OF","/players/kyle-isbel/21614/stats/batting",7,"AL","Kyle Isbel",664728,"21614","21614","batx","thebatx",2026
"MIA","Marlins",83.2,297.005,334.705,66.4743,40.7469,13.7607,1.45279,10.5139,36.2392,37.5117,30.6091,1.05569,101.432,3.44731,2.24696,1.39661,5.48051,2.94811,0.852866,0.223815,0.301615,0.386129,0.687744,0.300468,0.091451,0.303048,0.301771,0.162314,4.05533,0.298764,,,36.1275,-3.42047,0.81,-0.246499,-0.246499,0.109361,-4.18389356136322,-5.88293355703354,90.0745,327.2,3.942168674,327.2,3.942168674,999,0.39285714,"DH/OF","/players/heriberto-hernandez/24878/stats/batting",20,"NL","Heriberto Hernández",681715,"24878","24878","batx","thebatx",2026
"SDP","Padres",24.962,83.8936,92.58,20.8096,14.4321,4.44968,0.0877282,1.84011,9.6832,9.51962,7.16331,0.15097,13.7633,0.605008,0.681199,0.236867,2.09528,0.451075,0.164304,0.248047,0.309475,0.36898,0.678455,0.298068,0.0773743,0.148663,0.520466,0.120932,2.79899,0.275034,,,9.81255,-1.12649,-0.03,-0.122633,-0.122633,0.108428,-0.834733761847019,-1.18564811162651,93.5102,88,3.52,88,3.52,999,0,"OF","/players/alex-verdugo/17027/stats/batting",29,"NL","Alex Verdugo",657077,"17027","17027","batx","thebatx",2026
"ATL","Braves",48.454,154.108,166.877,34.482,22.6021,7.20358,1.30589,3.37042,22.5538,12.3792,8.46377,0.205783,44.9019,1.24878,1.01838,1.6859,1.44049,13.2028,2.91251,0.223751,0.268107,0.353054,0.62116,0.270363,0.0507186,0.269072,0.188494,0.129303,8.29037,0.291158,,,13.9335,-5.78433,-0.25,1.23587,1.23587,0.108412,-4.63409578800201,0.141676932573318,70.3213,133.9,2.789583333,133.9,2.789583333,999,0.11428571,"SS","/players/jorge-mateo/17273/stats/batting",16,"NL","Jorge Mateo",622761,"17273","17273","batx","thebatx",2026
"TOR","Blue Jays",47.409,142.685,158.434,33.9551,25.7679,5.64688,0.855584,1.68475,17.79,11.1119,11.4999,0.426823,29.8538,0.608012,1.18625,2.45504,2.61823,6.31148,1.29997,0.237973,0.295315,0.324964,0.620279,0.27445,0.0725845,0.18843,0.385206,0.086991,6.04335,0.287275,,,13.7543,-4.96585,1.12,0.482709,0.482709,0.108178,-4.33386418223381,-0.0618482828140259,74.2061,133.9,2.84893617,133.9,2.84893617,999,0,"OF","/players/myles-straw/17620/stats/batting",14,"AL","Myles Straw",664702,"17620","17620","batx","thebatx",2026
"PIT","Pirates",21.024,65.4666,71.613,15.2034,10.3518,2.96727,0.104644,1.77972,7.2375,7.74764,5.1212,0.125419,20.6017,0.55426,0.387936,0.0830116,1.28542,0.385149,0.0796847,0.232232,0.29189,0.362309,0.6542,0.28704,0.0715122,0.287682,0.248581,0.130077,3.19121,0.308783,,,6.94901,-1.51261,0.13,-0.0605813,-0.0605813,0.103795,-1.72984027117491,0.361746028065681,80.333,64.5,3.071428571,64.5,3.071428571,999,0,"1B","/players/rafael-flores/31991/stats/batting",27,"NL","Rafael Flores Jr.",804668,"31991","31991","batx","thebatx",2026
"LAA","Angels",45.978,142.886,160.723,30.4537,19.8609,5.90769,0.586855,4.09831,17.2274,14.7022,13.8146,0.111707,51.5803,2.13483,0.888119,0.401747,1.91317,3.71968,1.10632,0.213133,0.290522,0.348741,0.639263,0.283303,0.0859526,0.320926,0.267827,0.135607,5.14478,0.29917,,,15.1082,-3.88243,0,0.0552088,0.0552088,0.103509,-4.01331553608179,-0.506812214851379,78.5224,138.5,3.010869565,138.5,3.010869565,999,0,"OF","/players/chris-taylor/13757/stats/batting",1,"AL","Chris Taylor",621035,"13757","13757","batx","thebatx",2026
"NYY","Yankees",17.819,61.7309,67.625,12.6588,7.60544,2.34181,0.0568214,2.65476,6.96165,7.89071,3.92266,0.00299241,21.3627,0.882446,0.527397,0.0730124,0.806769,0.644232,0.241956,0.205065,0.26041,0.373858,0.634268,0.275714,0.0580061,0.315899,0.183622,0.168793,3.48019,0.261607,,,5.94018,-2.05023,0.02,-0.0521495,-0.0521495,0.101527,-1.99685472995043,0.661630649119616,75.6009,61.7,3.427777777,61.7,3.427777777,999,0.05,"SS","/players/paul-dejong/18015/stats/batting",9,"AL","Paul DeJong",657557,"18015","18015","batx","thebatx",2026
"CLE","Guardians",54.603,175.84,196.172,39.3575,24.5737,7.92054,0.251791,6.61148,21.0124,22.4805,15.5027,0.371974,51.5389,3.20058,1.3813,0.247203,3.10548,1.64607,0.604715,0.223825,0.296342,0.384531,0.680873,0.29784,0.0790261,0.262723,0.300796,0.160706,3.23027,0.275012,,,20.7559,-2.42333,0.03,-0.201672,-0.201672,0.0946329,-2.30586090683937,-3.52112099714577,90.8993,189.4,3.443636363,189.4,3.443636363,999,1,"DH","/players/david-fry/24934/stats/batting",5,"AL","David Fry",681807,"24934","24934","batx","thebatx",2026
"CHC","Cubs",40.693,137.942,158.078,29.9742,19.2859,5.78422,0.290305,4.61374,16.9384,17.4844,16.4965,0.431049,39.7627,2.44641,0.971909,0.221017,3.02626,0.2554,0.0888779,0.217295,0.309883,0.363778,0.67366,0.298525,0.104357,0.251539,0.414874,0.146482,2.45487,0.268258,,,16.8133,-1.86487,-0.7,-0.234846,-0.234846,0.0939783,-1.75681690871716,-2.58393520116806,91.8765,148.4,3.619512195,148.4,3.619512195,999,0,"OF","/players/michael-conforto/16376/stats/batting",17,"NL","Michael Conforto",624424,"16376","16376","batx","thebatx",2026
"ARI","Diamondbacks",47.889,162.726,178.044,37.0956,24.613,7.49574,0.595579,4.39127,19.5054,18.9065,12.4033,0.0385608,45.6937,1.27544,1.18702,0.452447,3.10667,3.18191,1.04442,0.227964,0.285905,0.362305,0.64821,0.284222,0.069664,0.256643,0.271443,0.134341,4.65601,0.287314,,,16.8693,-4.16796,0.13,-0.043859,-0.043859,0.0923916,-4.41150618344545,-0.609027802944183,79.3021,149.7,3.11875,149.7,3.11875,999,0,"2B/OF","/players/tim-tawa/29571/stats/batting",15,"NL","Tim Tawa",694374,"29571","29571","batx","thebatx",2026
"PHI","Phillies",18.049,26.8952,29.82,5.54961,4.1157,0.951165,0.139254,0.34349,2.80496,2.22204,2.23766,0.0706418,7.20507,0.320935,0.158975,0.193945,0.496381,0.515319,0.128802,0.206342,0.273808,0.290377,0.564185,0.252969,0.0750388,0.241619,0.310567,0.0840352,4.9277,0.266904,,,2.06872,-1.45474,0,0.00672197,0.00672197,0.0901568,-1.50359785603359,1.39266967773438,57.2666,17.4,0.966666666,17.4,0.966666666,999,0.6,"C","/players/garrett-stubbs/18067/stats/batting",26,"NL","Garrett Stubbs",596117,"18067","18067","batx","thebatx",2026
"MIL","Brewers",6.722,20.9401,22.693,5.0586,3.3759,1.05464,0.0593939,0.568666,2.2173,2.71799,1.35759,0.0322132,4.24437,0.177934,0.183202,0.0341611,0.376736,0.219911,0.0426785,0.241575,0.291018,0.379082,0.6701,0.291557,0.0598243,0.187034,0.319857,0.137508,3.6392,0.275283,,,2.28526,-0.396097,-0.02,-0.00570642,-0.00570642,0.0893381,-0.380486536771059,0.49867282435298,86.0655,22.3,3.185714285,22.3,3.185714285,999,0,"C","/players/jeferson-quero/sa3015407/stats/batting",23,"NL","Jeferson Quero",691620,"sa3015407","sa3015407","batx","thebatx",2026
"BOS","Red Sox",8.298,22.1719,25.636,4.69727,3.20809,0.906349,0.0229777,0.559858,2.57612,2.44499,2.97581,0.046223,6.22042,0.264234,0.155134,0.0689451,0.494165,0.171836,0.0659971,0.211857,0.310451,0.330561,0.641012,0.288361,0.116079,0.242644,0.478394,0.118703,2.89084,0.266128,,,2.51511,-0.513983,0.01,-0.0349232,-0.0349232,0.0882804,-0.66977633908391,0.650277802720666,78.9888,27.3,3.4125,27.3,3.4125,999,0.01785714,"C","/players/matt-thaiss/19318/stats/batting",3,"AL","Matt Thaiss",642136,"19318","19318","batx","thebatx",2026
"MIN","Twins",14.835,45.6865,50.144,8.92878,5.27658,2.00075,0.0473834,1.60407,4.73749,5.47008,3.26004,0.0566161,15.9991,0.773306,0.29712,0.127006,0.722516,0.168066,0.0563311,0.195436,0.259154,0.346634,0.605789,0.265766,0.0650136,0.319063,0.203764,0.151198,2.64121,0.258089,,,3.99964,-1.92526,0,-0.0505427,-0.0505427,0.0881445,-2.00902905315161,1.14467597007751,66.8618,41,2.733333333,41,2.733333333,999,0.02702703,"C","/players/alex-jackson/17276/stats/batting",8,"AL","Alex Jackson",656577,"17276","17276","batx","thebatx",2026
"ARI","Diamondbacks",13.495,47.3075,51.866,11.3622,7.99594,2.28505,0.158001,0.92321,5.60425,5.13304,3.51192,0.0323099,11.4027,0.558174,0.336573,0.151785,1.00279,1.10618,0.207459,0.240177,0.298415,0.353704,0.652119,0.287469,0.0677115,0.219849,0.307992,0.113527,4.9871,0.295569,,,5.05092,-1.07745,0,0.0568354,0.0568354,0.0874838,-1.07878568023443,0.208256155252457,81.5262,46.7,3.592307692,46.7,3.592307692,999,0,"2B/SS","/players/thomas-troy/sa3022561/stats/batting",15,"NL","Tommy Troy",694371,"sa3022561","sa3022561","batx","thebatx",2026
"CHW","White Sox",37.831,104.358,122.428,22.8497,14.9539,4.12734,0.275551,3.49291,13.0447,12.1632,14.8013,0.689715,26.5281,1.44146,0.948878,0.878051,1.92355,0.560724,0.2236,0.218954,0.321616,0.364195,0.685812,0.303778,0.120898,0.216683,0.557947,0.145241,2.85293,0.257109,,,13.5437,-0.922111,0,-0.18082,-0.18082,0.0872503,-1.11179915070534,-2.24919176101685,93.5481,114.5,3.013157894,114.5,3.013157894,999,0.02739726,"1B/OF","/players/lamonte-wade-jr/18126/stats/batting",4,"AL","LaMonte Wade Jr.",664774,"18126","18126","batx","thebatx",2026
"PIT","Pirates",12.742,39.5064,43.846,9.01578,5.66266,1.93615,0.0834191,1.33355,4.66946,5.06224,3.55147,0.0906367,9.52069,0.274996,0.387566,0.125598,0.639096,0.415927,0.157928,0.228211,0.293736,0.382708,0.676444,0.294789,0.0809988,0.217139,0.373027,0.154497,3.54819,0.264543,,,4.53049,-0.650254,-0.03,-0.0435346,-0.0435346,0.0855033,-0.789695709943771,0.166635783389211,85.6415,37.6,2.892307692,37.6,2.892307692,999,0,"2B","/players/enmanuel-valdez/21716/stats/batting",27,"NL","Enmanuel Valdez",665839,"21716","21716","batx","thebatx",2026
"TBR","Rays",42.5,134.911,146.754,29.3981,19.0807,6.28135,0.601816,3.43416,16.9905,13.4021,9.85642,0.165295,40.1893,0.871511,0.835642,0.279859,1.82756,7.18826,1.52246,0.217908,0.273946,0.349754,0.6237,0.27327,0.0671628,0.273855,0.24525,0.131846,6.50014,0.28184,,,12.5997,-4.74043,0.99,0.618484,0.618484,0.0851408,-4.24068957567215,0.021819531917572,71.9069,119.4,2.842857142,119.4,2.842857142,697.669982910156,0,"OF","/players/jacob-melton/31661/stats/batting",12,"AL","Jacob Melton",689200,"31661","31661","batx","thebatx",2026
"TEX","Rangers",18.98,61.1842,68.701,14.6069,10.1989,2.94213,0.293677,1.17223,7.77964,5.82011,5.55884,0.197583,14.9399,0.915596,0.541149,0.501197,1.16668,2.04221,0.518464,0.238737,0.309112,0.3539,0.663012,0.292712,0.0809136,0.217463,0.372079,0.115163,5.5368,0.294535,,,6.98284,-1.13471,0.26,0.087355,0.087355,0.0847316,-0.917708151042461,-0.618703663349152,87.5875,63.1,3.321052631,63.1,3.321052631,999,0.10769231,"OF","/players/alejandro-osuna/27915/stats/batting",13,"AL","Alejandro Osuna",696030,"27915","27915","batx","thebatx",2026
"CHC","Cubs",8.459,26.3068,28.229,6.90441,5.00904,1.32963,0.104273,0.461472,3.21583,2.83192,1.4164,0.055942,3.97287,0.250325,0.205108,0.0503294,0.545875,0.961542,0.141374,0.262457,0.304171,0.373553,0.677724,0.295546,0.0501753,0.140737,0.356517,0.111096,5.64449,0.291831,,,2.93417,-0.401304,0,0.0907113,0.0907113,0.0839339,-0.249358311295509,0.130540117621422,89.8357,21,2.625,21,2.625,999,0,"2B/3B","/players/james-triantos/sa3017295/stats/batting",17,"NL","James Triantos",701649,"sa3017295","sa3017295","batx","thebatx",2026
"BOS","Red Sox",31.895,111.105,124.757,27.1683,19.5542,4.506,0.402181,2.70584,13.9488,12.357,11.0452,0.198273,32.9349,1.7724,0.660502,0.174064,2.75075,1.63402,0.588627,0.244528,0.320957,0.365386,0.686343,0.304111,0.0885333,0.263992,0.335364,0.120858,4.13574,0.321347,,,13.835,-0.905964,-0.76,-0.126647,-0.126647,0.0833958,-1.62082454562187,-1.85799980163574,89.8383,122.9,3.840625,122.9,3.840625,739.359985351562,0.01449275,"2B","/players/kristian-campbell/33644/stats/batting",3,"AL","Kristian Campbell",692225,"33644","33644","batx","thebatx",2026
"CIN","Reds",51.355,176.951,201.471,42.6146,29.7987,6.83903,0.380626,5.5962,22.0024,21.5172,21.8308,0.520994,48.2052,1.22514,1.25143,0.212797,4.40748,0.515667,0.175602,0.240827,0.3263,0.378656,0.704956,0.311261,0.108357,0.239266,0.452873,0.137829,2.53417,0.297573,,,23.5119,-0.293413,0.13,-0.314269,-0.314269,0.0828022,-1.7639120221138,-4.12977039813995,93.9291,211.4,4.145098039,211.4,4.145098039,999,0.03311258,"1B","/players/nathaniel-lowe/19566/stats/batting",18,"NL","Nathaniel Lowe",663993,"19566","19566","batx","thebatx",2026
"SDP","Padres",24.086,78.8447,87.355,19.2483,14.049,3.96978,0.122682,1.10686,8.82127,7.76272,7.00791,0.111613,15.6276,0.720358,0.515022,0.266965,2.02276,0.611636,0.192513,0.244129,0.309762,0.339706,0.649468,0.288645,0.0802233,0.178898,0.448431,0.0955766,3.11513,0.289683,,,8.59038,-1.73128,-0.04,-0.09954,-0.09954,0.0825672,-1.43981666862965,-0.659495927393436,87.0547,74.3,3.095833333,74.3,3.095833333,999,0.125,"2B/3B","/players/will-wagner/29634/stats/batting",29,"NL","Will Wagner",695238,"29634","29634","batx","thebatx",2026
"LAA","Angels",10.828,31.1739,34.243,6.57121,3.8072,1.18302,0.149736,1.43126,4.2337,3.83956,2.37802,0.00151525,12.4654,0.362423,0.186978,0.14163,0.369859,1.2458,0.271292,0.210792,0.273058,0.396084,0.669142,0.290293,0.0694455,0.364028,0.19077,0.185292,6.42024,0.294313,,,3.41323,-0.63284,0,0.0948454,0.0948454,0.0785804,-0.577644176781178,0.167098760604858,83.3375,28.4,2.581818181,28.4,2.581818181,999,0,"OF","/players/jose-siri/17452/stats/batting",1,"AL","Jose Siri",642350,"17452","17452","batx","thebatx",2026
"MIL","Brewers",19.661,59.8642,65.597,13.8783,10.3445,2.76403,0.278219,0.491533,6.8287,4.47008,4.18621,0.124266,17.0513,0.515238,0.388174,0.643216,1.0907,3.33613,0.655553,0.23183,0.286046,0.311929,0.597975,0.265491,0.0638171,0.25994,0.245507,0.0800992,6.35205,0.313438,,,5.21757,-2.53322,1.19,0.300258,0.300258,0.0775159,-2.17134350538254,0.746553957462311,68.2093,45,2.25,45,2.25,999,0,"OF","/players/brandon-lockridge/21496/stats/batting",23,"NL","Brandon Lockridge",663604,"21496","21496","batx","thebatx",2026
"KCR","Royals",30.519,101.228,111.615,23.8863,16.6481,4.81908,0.398368,2.02075,11.5908,10.9889,8.1443,0.118252,18.133,1.05652,0.827657,0.358458,2.24443,1.40852,0.452382,0.235966,0.297395,0.351329,0.648725,0.285993,0.0729678,0.16246,0.449142,0.115364,4.20525,0.266973,,,10.7358,-2.45235,0.28,-0.0734192,-0.0734192,0.077119,-2.8968750089407,-0.190972208976746,78.5372,95.6,3.083870967,95.6,3.083870967,999,0.01351351,"2B/OF","/players/nick-loftin/27630/stats/batting",7,"AL","Nick Loftin",679845,"27630","27630","batx","thebatx",2026
