"park_era_half_id","park_era_id","half","n_bbe","venue_id","venue_name","home_team","park_effect","park_se","half_effect","half_se","delta_overall","delta_half","pf_index_overall","pf_index_half","component"
"venue_13__base__1H","venue_13__base","1H",10645,"13","Globe Life Park in Arlington","TEX",0.00641646536160331,0.00276152992052637,0.00033159919354566,0.00155867908203279,0.00641646536160331,0.00674806455514897,283.395311965029,292.873074895314,"bacon_resid"
"venue_15__base__1H","venue_15__base","1H",6341,"15","Chase Field","AZ",0.00605301387318602,0.003373240959877,0.000422140254801278,0.00158657773807381,0.00605301387318602,0.0064751541279873,273.007147244105,285.072753362008,"bacon_resid"
"venue_13__base__2H","venue_13__base","2H",11183,"13","Globe Life Park in Arlington","TEX",0.00641646536160331,0.00276152992052637,-7.35791895275541e-05,0.00155804139805871,0.00641646536160331,0.00634288617207575,283.395311965029,281.292272728148,"bacon_resid"
"venue_2536__dunedin__1H","venue_2536__dunedin","1H",1086,"2536","TD Ballpark","TOR",0.00597593049602942,0.00661899249976334,0.000240305140557512,0.00162804660227804,0.00597593049602942,0.00621623563658693,270.803951371569,277.672349116388,"bacon_resid"
"venue_15__base__2H","venue_15__base","2H",6385,"15","Chase Field","AZ",0.00605301387318602,0.003373240959877,-0.000178735424280588,0.00158648199033211,0.00605301387318602,0.00587427844890543,273.007147244105,267.898534160756,"bacon_resid"
"venue_2392__base__2H","venue_2392__base","2H",19778,"2392","Minute Maid Park","HOU",0.00446053276753256,0.00215046582611416,0.000963690262786412,0.00150557918159202,0.00446053276753256,0.00542422303031898,227.490877349249,255.035057270951,"bacon_resid"
"venue_5381__base__1H","venue_5381__base","1H",346,"5381","London Stadium","BOS",0.00516336252119903,0.00755111223839918,0.000207630017991427,0.00163459282432027,0.00516336252119903,0.00537099253919046,247.579146305439,253.513624211407,"bacon_resid"
"venue_2756__buffalo__1H","venue_2756__buffalo","1H",760,"2756","Sahlen Field","TOR",0.00401953102080185,0.0065007061501809,0.000254297972468111,0.00162992001467204,0.00401953102080185,0.00427382899326996,214.886172365913,222.154513012142,"bacon_resid"
"venue_2756__buffalo__2H","venue_2756__buffalo","2H",437,"2756","Sahlen Field","TOR",0.00401953102080185,0.0065007061501809,-9.26639026657842e-05,0.00163316804492799,0.00401953102080185,0.00392686711813607,214.886172365913,212.237654158524,"bacon_resid"
"venue_2392__base__1H","venue_2392__base","1H",22568,"2392","Minute Maid Park","HOU",0.00446053276753256,0.00215046582611416,-0.000784322555212132,0.0015039467203668,0.00446053276753256,0.00367621021232043,227.490877349249,205.073382422042,"bacon_resid"
"venue_2__wall_medium__1H","venue_2__wall_medium","1H",4512,"2","Oriole Park at Camden Yards","BAL",0.00282002326439267,0.00420382590103205,0.000604236301047402,0.0016061887742752,0.00282002326439267,0.00342425956544007,180.601860553441,197.872132998813,"bacon_resid"
"venue_2681__base__2H","venue_2681__base","2H",20870,"2681","Citizens Bank Park","PHI",0.00303416064554371,0.00213824982098055,0.000369899567264452,0.00150357825537085,0.00303416064554371,0.00340406021280817,186.722331810806,197.294795419842,"bacon_resid"
"venue_2523__steinbrenner__2H","venue_2523__steinbrenner","2H",1499,"2523","George M. Steinbrenner Field","TBR",0.00257867015750419,0.0049237481664388,0.00023950094916404,0.00162108208765646,0.00257867015750419,0.00281817110666823,173.703509851446,180.548922210515,"bacon_resid"
"venue_2681__base__1H","venue_2681__base","1H",22142,"2681","Citizens Bank Park","PHI",0.00303416064554371,0.00213824982098055,-0.000247889379744152,0.0015028064215787,0.00303416064554371,0.00278627126579956,186.722331810806,179.637161460936,"bacon_resid"
"venue_2523__steinbrenner__1H","venue_2523__steinbrenner","1H",2572,"2523","George M. Steinbrenner Field","TBR",0.00257867015750419,0.0049237481664388,-0.000135807023161679,0.00161574422839336,0.00257867015750419,0.00244286313434251,173.703509851446,169.82187565315,"bacon_resid"
"venue_2__wall_medium__2H","venue_2__wall_medium","2H",1991,"2","Oriole Park at Camden Yards","BAL",0.00282002326439267,0.00420382590103205,-0.000490837042576216,0.00161541679167841,0.00282002326439267,0.00232918622181645,180.601860553441,166.572763928697,"bacon_resid"
"venue_2735__base__2H","venue_2735__base","2H",235,"2735","Journey Bank Ballpark","NYM",0.00222443549171201,0.00772899295086569,8.94493809545023e-05,0.00163593667860423,0.00222443549171201,0.00231388487266651,163.578780209712,166.135421008149,"bacon_resid"
"venue_15__humidor__1H","venue_15__humidor","1H",17179,"15","Chase Field","AZ",0.00161912783281226,0.0023642568912091,0.000118407092284635,0.00152799654562397,0.00161912783281226,0.0017375349250969,146.277886231068,149.662195878925,"bacon_resid"
"venue_2536__base__2H","venue_2536__base","2H",46,"2536","TD Ballpark","TOR",0.00163380385168847,0.00808087841020111,6.56988002929847e-05,0.00163868383716097,0.00163380385168847,0.00169950265198145,146.697355971575,148.575158047398,"bacon_resid"
"venue_15__humidor__2H","venue_15__humidor","2H",14717,"15","Chase Field","AZ",0.00161912783281226,0.0023642568912091,-5.32984465749518e-05,0.00152998723365875,0.00161912783281226,0.00156582938623731,146.277886231068,144.754510870023,"bacon_resid"
"venue_14__of_renovation__1H","venue_14__of_renovation","1H",8653,"14","Rogers Centre","TOR",0.00117459786695763,0.00311830686645951,0.00029098441405502,0.00157651272476255,0.00117459786695763,0.00146558228101265,133.572337744269,141.889249686462,"bacon_resid"
"venue_3949__base__1H","venue_3949__base","1H",32,"3949","Rickwood Field","STL",0.00127224453190887,0.00810914376506972,5.11597150045528e-05,0.001638909604883,0.00127224453190887,0.00132340424691342,136.363273184869,137.825519353834,"bacon_resid"
"venue_32__base__1H","venue_32__base","1H",22526,"32","American Family Field","MIL",0.000697757841055535,0.00215652267507146,0.00036019594960523,0.00150532810839783,0.000697757841055535,0.00105795379066076,119.943303629781,130.238418591624,"bacon_resid"
"venue_3312__base__1H","venue_3312__base","1H",23157,"3312","Target Field","MIN",0.000867006154203324,0.00211377334070828,0.00016697590271291,0.00149942201992591,0.000867006154203324,0.00103398205691623,124.780756252066,129.553258875072,"bacon_resid"
"venue_2756__base__2H","venue_2756__base","2H",41,"2756","Sahlen Field","TOR",0.000968601537512534,0.00809093896026969,3.89495709113115e-05,0.00163876410836908,0.000968601537512534,0.00100755110842384,127.684553898617,128.797809921307,"bacon_resid"
"venue_14__of_renovation__2H","venue_14__of_renovation","2H",6230,"14","Rogers Centre","TOR",0.00117459786695763,0.00311830686645951,-0.000243751283464869,0.00158082307844605,0.00117459786695763,0.000930846583492759,133.572337744269,126.605442397117,"bacon_resid"
"venue_3312__base__2H","venue_3312__base","2H",21425,"3312","Target Field","MIN",0.000867006154203324,0.00211377334070828,-0.00013211170275285,0.00150041322338157,0.000867006154203324,0.000734894451450474,124.780756252066,121.004741643529,"bacon_resid"
"venue_12__trop_return__1H","venue_12__trop_return","1H",2241,"12","Tropicana Field","TBR",0.000512746194381625,0.00576554834200728,2.0618637782523e-05,0.00162278915363943,0.000512746194381625,0.000533364832164148,114.655303656779,115.244625237325,"bacon_resid"
"venue_5150__base__1H","venue_5150__base","1H",123,"5150","Gocheok Sky Dome","LAD",0.000371103883730813,0.0079307488309062,1.49228929286615e-05,0.00163749738872455,0.000371103883730813,0.000386026776659475,110.606885363321,111.03341125411,"bacon_resid"
"venue_32__base__2H","venue_32__base","2H",19265,"32","American Family Field","MIL",0.000697757841055535,0.00215652267507146,-0.00033213759180001,0.00150724235794502,0.000697757841055535,0.000365620249255524,119.943303629781,110.450152209065,"bacon_resid"
"venue_7__walls_in__1H","venue_7__walls_in","1H",2230,"7","Kauffman Stadium","KCR",0.000287880135967248,0.00577238658065085,1.15762853305028e-05,0.00162282846246179,0.000287880135967248,0.000299456421297751,108.228185514751,108.559058719848,"bacon_resid"
"venue_2395__bullpen_center__1H","venue_2395__bullpen_center","1H",12419,"2395","Oracle Park","SFG",-0.000619232479389899,0.00266268502810025,0.000274879466977875,0.00155240817467111,-0.000619232479389899,-0.000344353012412024,82.3011070212943,90.1577076196324,"bacon_resid"
